24,Dark Blue,#00007F,Black,#000000,9110,23880,Sedan,2015 Chevrolet Malibu LS,2 Wheel drive-front,4-Cylinder,6-Speed Shiftable Automatic,Gasoline,35 City/ 40 Highway,BYA00B,JVTPEH9SUE88XJWGF,AT-1CF693D8,"3 Years/36,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles","7 Years/100,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
25,Darkgray,#A9A9A9,Darkgray,#A9A9A9,28671,19675,Sedan,2015 Chevrolet Malibu LS,2 Wheel drive-front,4-Cylinder,6-Speed Shiftable Automatic,Gasoline,35 City/ 40 Highway,JG651T,5ZDPJ58IQGVTTMFVG,AT-1CF548F0,"3 Years/36,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles","7 Years/100,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
26,Red,#E31313,Beige,#F5F5DC,11281,22785,Coupe,2017 Chevrolet Camaro LT Coupe,2 Wheel drive- rear,6- Cylinder,8- Speed Shiftable Automatic,Gasoline,22 City/ 31 Highway,1JTTJB,IXUYVDXNV7PYCTSQQ,AT-1CF556H4,"3 Years/36,000 Miles","5 Years/60,000 Miles","3 Years/36,000 Miles","5 Years/60,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
27,Darkgray,#A9A9A9,Beige,#F5F5DC,29655,16358,Hatchback,2013 Chevrolet Volt Premium,2 Wheel drive-front,Hybrid,Continously Variable Automatic,Hybrid Gas/Electric,35 City/ 40 Highway,G6YFSW,AE2QQN9DK4VNVODTY,AT-1CF399q6,"3 Years/36,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles","5 Years/100,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
28,Darkgray,#A9A9A9,Darkgray,#A9A9A9,28007,16042,Coupe,2017 Chevrolet Camaro LT Coupe,2 Wheel drive- rear,6- Cylinder,8- Speed Shiftable Automatic,Gasoline,26 City/ 36 Highway,RM9LYQ,AC547VWG884CHJDI5,AT-1CF921r4,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
29,White,#FFFFF4,Black,#000000,19365,15390,Coupe,2017 Chevrolet Camaro LT Coupe,2 Wheel drive- rear,6- Cylinder,8- Speed Shiftable Automatic,Gasoline,22 City/ 31 Highway,8GYXU0,GUR1I4QIN628I65UB,AT-1CF953r2,"3 Years/36,000 Miles","5 Years/60,000 Miles","3 Years/36,000 Miles","5 Years/60,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
30,Darkgray,#A9A9A9,Beige,#F5F5DC,29118,15732,Sedan,2016 Chevrolet Cruze Limited LT Sedan,2 Wheel drive- front,4- Cylinder Turbo,6- Speed Shiftable Automatic,Gasoline,26 City/ 36 Highway,QI1K28,NWX3O9D09DSJBPNNV,AT-1CF179K4,"3 Years/36,000 Miles","5 Years/60,000 Miles","3 Years/36,000 Miles","5 Years/60,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
31,Darkgray,#A9A9A9,Beige,#F5F5DC,61200,13900,Sedan,2015 Honda Civic SE Sedan,2 Wheel drive- front,4- Cylinder,Continously Variable Automatic,Gasoline,22 City/ 31 Highway,BDND19,RIUTAULK0DA7H6UGD,AT-1CF728j8,"3 Years/36,000 Miles","5 Years/60,000 Miles","3 Years/36,000 Miles","5 Years/60,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
32,Red,#E31313,Black,#000000,15500,19899,Hatchback,2015 Chevrolet Volt Premium,2 Wheel drive-front,Hybrid,Continously Variable Automatic,Hybrid Gas/Electric,25 City/ 36 Highway,RPG45B,96STAI44FFX713PY2,AT-1CF428f9,"3 Years/36,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles","5 Years/100,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
33,Darkgray,#A9A9A9,Black,#000000,29618,16330,Sedan,2015 Honda Civic SE Sedan,2 Wheel drive- front,4- Cylinder,Continously Variable Automatic,Gasoline,22 City/ 31 Highway,CL8UWW,QNFHFBH380E9Y97R0,AT-1CF209X9,"3 Years/36,000 Miles","5 Years/60,000 Miles","3 Years/36,000 Miles","5 Years/60,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
34,Red,#E31313,Beige,#F5F5DC,11511,25719,Hatchback,2017 Ford Focus SEL Hatchback,2 Wheel drive-front,4- Cylinder,6-Speed Shiftable Automatic,Flexible Fuel,51 City/ 48 Highway,420MNE,MNGSLMUBV1152IIE2,AT-1CF415q1,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,2 Years/Unlimited Miles,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
35,Red,#E31313,Black,#000000,25092,17992,Sedan,2016 Chevrolet Cruze Limited LT Sedan,2 Wheel drive- front,4- Cylinder Turbo,6- Speed Shiftable Automatic,Gasoline,26 City/ 36 Highway,VMBWQ0,2R1HK30SXZJ55LTXC,AT-1CF897z5,"3 Years/36,000 Miles","5 Years/60,000 Miles","3 Years/36,000 Miles","5 Years/60,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
36,Dark Blue,#00007F,Darkgray,#A9A9A9,26774,17344,Hatchback,2015 Toyota Prius ,2 Wheel drive-front,Hybrid,Continously Variable Automatic,Hybrid Gas/Electric,30 City/ 39 Highway,UFQ481,TM7A2B0NJGVRQW5FR,AT-1CF384q5,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,2 Years/Unlimited Miles,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
37,Red,#E31313,Black,#000000,61190,13888,Hatchback,2013 Chevrolet Volt Premium,2 Wheel drive-front,Hybrid,Continously Variable Automatic,Hybrid Gas/Electric,35 City/ 40 Highway,8J70YC,WB10SKNO1K6AIY2ZS,AT-1CF973G3,"3 Years/36,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles","5 Years/100,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
38,Red,#E31313,Beige,#F5F5DC,41544,12807,Sedan,2015 Honda Civic SE Sedan,2 Wheel drive- front,4- Cylinder,Continously Variable Automatic,Gasoline,22 City/ 31 Highway,XHWPNZ,QRBMXT8M6FX5T0JLR,AT-1CF800M2,"3 Years/36,000 Miles","5 Years/60,000 Miles","3 Years/36,000 Miles","5 Years/60,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
39,Dark Blue,#00007F,Darkgray,#A9A9A9,9183,23754,Coupe,2017 Chevrolet Camaro LT Coupe,2 Wheel drive- rear,6- Cylinder,8- Speed Shiftable Automatic,Gasoline,26 City/ 36 Highway,IUX1PO,01ZSLUWJ6MEM0C8NX,AT-1CF131s1,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,"5 Years/60,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
40,Red,#E31313,Beige,#F5F5DC,11943,21998,Hatchback,2015 Toyota Prius ,2 Wheel drive-front,Hybrid,Continously Variable Automatic,Hybrid Gas/Electric,30 City/ 39 Highway,TYAGL9,06992T9GB5ZG9GMPA,AT-1CF436v2,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,2 Years/Unlimited Miles,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
41,Black,#000000,Black,#000000,25180,17900,Hatchback,2017 Ford Focus SEL Hatchback,2 Wheel drive-front,4- Cylinder,6-Speed Shiftable Automatic,Flexible Fuel,51 City/ 48 Highway,4P6CT7,V9RMWLBJ546UZPJFM,AT-1CF128A0,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,2 Years/Unlimited Miles,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
42,Red,#E31313,Beige,#F5F5DC,1078,24512,Sedan,2015 Chevrolet Malibu LS,2 Wheel drive-front,4-Cylinder,6-Speed Shiftable Automatic,Gasoline,35 City/ 40 Highway,PV1OJX,XPMQPSSO8PYUH2VDH,AT-1CF682e8,"3 Years/36,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles","7 Years/100,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
43,Darkgray,#A9A9A9,Darkgray,#A9A9A9,9124,22809,Hatchback,2013 Chevrolet Volt Premium,2 Wheel drive-front,Hybrid,Continously Variable Automatic,Hybrid Gas/Electric,35 City/ 40 Highway,A92YRE,UEUB7O9IJRF87U2KG,AT-1CF754D4,"3 Years/36,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles","5 Years/100,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
44,Gray,#454545,Beige,#F5F5DC,61289,13779,Sedan,2016 Chevrolet Cruze Limited LT Sedan,2 Wheel drive- front,4- Cylinder Turbo,6- Speed Shiftable Automatic,Gasoline,26 City/ 36 Highway,XHOR1U,YT6OLAOX3OFVCHNI8,AT-1CF896W9,"3 Years/36,000 Miles","5 Years/60,000 Miles","3 Years/36,000 Miles","5 Years/60,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
45,White,#FFFFF4,Beige,#F5F5DC,15780,19299,Sedan,2016 Chevrolet Cruze Limited LT Sedan,2 Wheel drive- front,4- Cylinder Turbo,6- Speed Shiftable Automatic,Gasoline,26 City/ 36 Highway,PFN171,M8XQFY8PLJAXGNVK5,AT-1CF233C0,"3 Years/36,000 Miles","5 Years/60,000 Miles","3 Years/36,000 Miles","5 Years/60,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
46,White,#FFFFF4,Beige,#F5F5DC,29607,16000,Sedan,2015 Honda Civic SE Sedan,2 Wheel drive- front,4- Cylinder,Continously Variable Automatic,Gasoline,30 City/ 39 Highway,8JAZ1B,YAFLDZZGI87BY5LED,AT-1CF206Q2,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,2 Years/Unlimited Miles,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
